,11,111,112,113,121,21,31,51,52,53,61,V081,V082,V091
2015-11-01 07:30:00,5.0,3.0,12.0,2.0,3.0,6.0,5.0,12.0,14.0,2.0,4.0,6.0,1.0,1.0
2015-11-01 07:45:00,4.0,3.0,12.0,2.0,3.0,7.0,5.0,14.0,15.0,2.0,4.0,6.0,1.0,2.0
2015-11-01 08:00:00,5.0,3.0,11.0,2.0,4.0,6.0,5.0,14.0,15.0,2.0,4.0,6.0,1.0,2.0
2015-11-01 08:15:00,6.0,3.0,11.0,2.0,3.0,5.0,6.0,16.0,17.0,3.0,4.0,6.0,1.0,1.0
2015-11-01 08:30:00,7.0,4.0,13.0,3.0,3.0,8.0,7.0,17.0,19.0,4.0,6.0,6.0,1.0,2.0
2015-11-01 08:45:00,7.0,6.0,17.0,3.0,5.0,9.0,10.0,20.0,20.0,4.0,6.0,7.0,2.0,2.0
2015-11-01 09:00:00,9.0,6.0,17.0,4.0,6.0,10.0,13.0,21.0,23.0,5.0,7.0,8.0,2.0,3.0
2015-11-01 09:15:00,10.0,10.0,24.0,6.0,7.0,15.0,16.0,25.0,26.0,7.0,8.0,9.0,3.0,3.0
2015-11-01 09:30:00,14.0,12.0,29.0,10.0,9.0,17.0,19.0,29.0,32.0,9.0,11.0,10.0,3.0,4.0
2015-11-01 09:45:00,16.0,13.0,29.0,10.0,14.0,19.0,23.0,34.0,34.0,12.0,13.0,12.0,4.0,6.0
2015-11-01 10:00:00,21.0,10.0,30.0,10.0,15.0,18.0,23.0,39.0,36.0,12.0,14.0,11.0,4.0,6.0
2015-11-01 10:15:00,21.0,11.0,31.0,11.0,14.0,19.0,27.0,41.0,40.0,15.0,13.0,12.0,5.0,7.0
2015-11-01 10:30:00,23.0,12.0,33.0,12.0,15.0,22.0,30.5,43.0,41.0,15.0,14.0,12.0,4.5,8.0
2015-11-01 10:45:00,25.0,13.0,37.0,16.0,18.0,26.0,34.0,46.0,44.0,18.0,15.5,13.0,6.0,9.0
2015-11-01 11:00:00,28.0,14.0,38.0,17.0,18.0,29.0,37.0,47.0,45.0,18.0,16.0,13.0,6.0,9.0
2015-11-01 11:15:00,31.0,16.0,40.0,17.5,19.0,32.0,41.5,51.0,49.0,21.0,15.0,14.0,6.0,10.0
2015-11-01 11:30:00,33.0,17.0,42.0,21.0,20.0,34.0,45.0,53.5,52.0,23.0,18.0,15.0,7.0,10.0
2015-11-01 11:45:00,37.0,21.0,48.0,24.0,22.0,38.0,47.0,59.0,57.0,28.0,21.0,15.0,8.0,11.0
2015-11-01 12:00:00,40.0,22.0,48.0,25.0,24.0,41.0,51.0,65.0,58.0,28.0,21.0,15.0,9.0,12.0
2015-11-01 12:15:00,44.0,22.0,49.0,27.0,25.0,46.0,60.0,67.0,64.0,33.0,24.0,15.0,9.0,13.0
2015-11-01 12:30:00,46.0,23.0,52.0,29.0,26.0,48.0,65.0,72.0,68.0,35.0,25.0,15.0,10.0,13.0
2015-11-01 12:45:00,47.0,25.0,56.0,33.0,29.0,51.0,70.0,76.0,69.0,37.0,27.0,15.0,12.0,14.0
2015-11-01 13:00:00,49.0,25.0,56.0,34.0,30.0,51.0,71.5,76.0,71.0,39.0,26.0,15.0,12.0,15.0
2015-11-01 13:15:00,51.0,25.0,57.0,36.0,30.0,53.0,74.0,77.0,72.0,41.0,27.0,15.0,12.0,15.0
2015-11-01 13:30:00,51.0,27.0,59.0,38.0,31.0,56.0,74.0,77.0,73.0,42.0,27.0,15.0,12.0,15.0
2015-11-01 13:45:00,49.0,28.0,60.0,39.0,33.0,55.0,75.0,78.0,77.0,44.0,29.0,15.0,12.0,15.0
2015-11-01 14:00:00,51.0,27.0,60.0,39.0,33.5,55.0,76.5,78.0,75.0,44.5,29.0,15.0,12.0,16.0
2015-11-01 14:15:00,49.0,28.0,61.0,41.0,33.0,55.0,77.0,79.0,77.0,44.0,28.0,15.0,13.0,17.0
2015-11-01 14:30:00,49.5,27.0,60.0,40.0,34.0,55.0,77.5,78.0,75.5,43.0,29.0,15.0,12.0,16.0
2015-11-01 14:45:00,50.0,28.0,60.0,40.0,35.0,53.0,76.5,78.0,75.0,42.5,27.5,15.0,13.0,16.0
2015-11-01 15:00:00,49.0,27.0,60.0,39.0,35.0,54.0,77.0,77.0,73.0,42.0,27.0,15.0,13.0,17.0
2015-11-01 15:15:00,47.0,28.0,61.0,40.0,35.0,55.0,75.0,75.0,71.0,42.0,26.0,15.0,13.0,16.0
2015-11-01 15:30:00,46.0,28.0,59.0,40.0,35.0,51.0,75.0,75.0,73.0,41.0,25.0,15.0,13.0,15.0
2015-11-01 15:45:00,47.0,27.0,60.0,41.0,36.0,54.0,75.0,73.0,69.0,40.0,25.0,15.0,13.0,15.0
2015-11-01 16:00:00,46.0,27.0,59.0,40.0,35.0,51.0,73.0,75.0,70.0,39.0,25.0,16.0,14.0,16.0
2015-11-01 16:15:00,45.0,26.0,56.0,37.0,34.0,52.0,70.0,74.0,70.0,39.0,26.0,16.0,13.0,15.0
2015-11-01 16:30:00,45.0,25.0,56.0,36.0,34.0,52.0,71.0,73.0,71.0,38.0,26.0,16.0,14.0,16.0
2015-11-01 16:45:00,41.0,24.0,54.0,37.0,33.5,53.0,70.0,71.0,69.5,38.0,26.0,15.0,13.5,14.0
2015-11-01 17:00:00,41.0,24.0,54.0,35.0,33.0,51.0,68.0,70.0,67.0,37.0,26.0,16.0,14.0,14.0
2015-11-01 17:15:00,38.0,22.0,56.0,37.0,34.0,51.0,63.0,65.0,64.0,34.0,24.0,16.0,13.0,13.0
2015-11-01 17:30:00,35.0,22.0,53.0,34.5,32.0,50.0,58.0,62.0,59.0,32.0,24.0,16.0,13.0,13.0
2015-11-01 17:45:00,34.0,21.0,51.0,33.0,28.0,49.0,57.0,58.0,56.0,31.0,24.0,16.0,13.0,11.0
2015-11-01 18:00:00,35.0,21.0,50.0,31.0,27.0,49.0,55.0,58.0,56.0,29.0,24.0,17.0,13.0,10.0
2015-11-01 18:15:00,30.0,20.0,48.5,30.0,28.0,43.5,47.0,56.0,56.0,29.0,22.0,17.0,13.0,10.0
2015-11-01 18:30:00,28.0,18.0,46.0,28.0,26.0,40.0,42.0,52.0,50.0,24.0,21.0,17.0,13.0,10.0
2015-11-01 18:45:00,26.0,18.0,44.0,25.5,25.0,39.0,41.0,50.0,47.0,23.0,21.0,18.0,12.0,9.0
2015-11-01 19:00:00,25.0,18.0,45.0,25.0,24.0,38.5,40.0,47.5,46.0,22.0,20.0,18.0,12.0,9.0
2015-11-01 19:15:00,24.0,18.0,44.0,25.0,23.0,37.0,38.0,47.5,45.0,20.0,21.0,19.0,12.0,8.0
2015-11-01 19:30:00,23.0,16.0,42.0,23.0,22.0,37.0,36.0,48.0,44.0,19.0,20.0,17.0,12.0,8.0
2015-11-01 19:45:00,21.0,17.0,43.0,24.0,22.0,36.0,35.0,45.0,44.0,19.0,20.0,18.0,11.0,7.0
2015-11-01 20:00:00,20.0,18.0,43.0,24.0,22.0,34.0,33.0,44.0,42.0,18.0,18.0,18.0,11.0,7.0
2015-11-01 20:15:00,18.0,17.0,42.0,21.0,22.0,34.0,31.0,44.0,43.0,18.0,18.0,18.0,11.0,7.0
2015-11-01 20:30:00,18.0,16.0,41.0,21.0,21.0,32.0,30.0,42.0,40.0,16.0,17.0,18.0,10.0,6.0
2015-11-01 20:45:00,16.0,16.0,39.0,19.0,20.0,31.0,28.0,41.0,38.0,16.0,17.0,17.0,10.0,6.0
2015-11-01 21:00:00,16.0,16.0,38.0,19.0,20.0,29.0,27.0,38.0,37.0,14.0,16.0,17.0,10.0,6.0
2015-11-01 21:15:00,15.0,16.0,37.0,18.0,19.0,28.0,25.0,37.0,36.0,14.0,15.0,17.0,10.0,6.0
2015-11-01 21:30:00,14.0,15.0,36.0,17.0,18.0,26.0,25.0,36.0,34.0,13.0,15.0,17.0,9.0,7.0
2015-11-01 21:45:00,13.0,14.0,35.0,17.0,17.0,25.0,22.5,34.5,32.0,11.0,14.0,17.0,9.0,6.0
2015-11-01 22:00:00,13.0,14.0,35.0,16.0,18.0,24.0,21.0,33.0,31.0,11.0,13.0,16.0,8.0,5.0
2015-11-01 22:15:00,12.0,14.0,35.0,16.0,18.0,22.0,21.0,30.0,29.0,10.0,12.0,16.0,8.0,6.0
2015-11-01 22:30:00,11.0,12.0,33.0,14.0,17.0,22.0,19.0,30.0,28.0,9.0,11.0,16.0,7.0,5.0
2015-11-01 22:45:00,10.0,11.0,30.0,13.0,16.0,21.0,18.0,27.0,26.0,8.0,11.0,15.0,7.0,5.0
2015-11-01 23:00:00,9.0,10.0,27.0,12.0,15.0,17.0,18.0,28.0,25.0,7.0,9.0,15.0,7.0,5.0
2015-11-01 23:15:00,8.0,9.0,25.0,10.0,13.0,16.5,15.0,26.0,23.0,6.0,8.0,14.0,6.0,4.0
2015-11-01 23:30:00,8.0,9.0,24.0,9.0,13.0,15.0,15.0,24.0,21.0,5.0,8.0,14.0,5.0,4.0
2015-11-01 23:45:00,7.0,8.0,21.0,7.0,12.0,14.0,13.0,20.0,17.0,4.0,7.0,12.0,4.0,3.0
