,01_1,02_1,02_2,04_1,05_1,05_2,08_1,08_2,10_1,11_1,11_2
2015-01-01 00:00:00,8.0,25.0,9.0,5.0,21.0,5.0,31.0,8.5,2.0,26.0,11.0
2015-01-01 00:15:00,7.0,23.0,7.0,5.0,21.0,5.0,26.0,7.0,2.0,25.0,9.5
2015-01-01 00:30:00,5.0,20.0,5.0,5.0,16.0,4.0,25.0,5.0,2.0,22.0,8.0
2015-01-01 00:45:00,5.0,16.0,4.0,4.0,15.0,3.0,21.0,4.0,2.0,18.0,7.0
2015-01-01 01:00:00,4.0,14.0,4.0,4.0,12.0,3.0,20.0,4.0,2.0,17.0,7.0
2015-01-01 01:15:00,4.0,12.0,3.0,3.0,11.0,2.0,19.0,3.0,1.0,14.0,5.0
2015-01-01 01:30:00,3.0,11.0,3.0,3.0,10.0,2.0,18.0,3.0,1.0,13.0,5.0
2015-01-01 01:45:00,3.0,10.0,2.0,3.0,9.0,2.0,17.0,3.0,1.0,12.0,4.0
2015-01-01 02:00:00,3.0,9.0,2.0,3.0,9.0,2.0,17.0,3.0,1.0,12.0,4.0
2015-01-01 02:15:00,2.0,8.0,2.0,3.0,8.0,1.0,13.0,2.0,1.0,9.0,3.0
2015-01-01 02:30:00,2.0,7.0,1.0,3.0,7.0,2.0,12.0,2.0,1.0,7.0,2.0
2015-01-01 02:45:00,2.0,6.0,1.0,2.0,6.0,1.0,9.0,1.0,0.0,6.0,2.0
2015-01-01 03:00:00,2.0,6.0,1.0,2.0,5.0,1.0,9.0,1.0,0.0,6.0,2.0
2015-01-01 03:15:00,2.0,5.0,1.0,2.0,5.0,1.0,10.0,1.0,0.0,5.5,1.0
2015-01-01 03:30:00,2.0,6.0,1.0,2.0,6.0,1.0,10.5,1.0,0.0,4.0,1.0
2015-01-01 03:45:00,2.0,5.0,1.0,2.0,6.0,1.0,10.0,1.0,0.0,5.0,2.0
2015-01-01 04:00:00,2.0,5.0,1.0,3.0,9.0,1.0,15.0,1.0,1.0,6.0,2.0
2015-01-01 04:15:00,2.0,6.0,1.0,3.0,10.0,2.0,23.0,2.0,1.0,9.0,4.0
2015-01-01 04:30:00,4.0,8.0,1.0,4.0,12.0,2.0,32.0,4.0,1.0,11.0,3.0
2015-01-01 04:45:00,4.0,10.0,2.0,5.0,14.0,3.0,38.0,7.0,1.0,13.0,5.0
2015-01-01 05:00:00,5.0,11.0,2.0,7.0,19.0,5.0,58.5,16.0,2.0,24.0,8.0
2015-01-01 05:15:00,7.0,13.0,3.0,11.0,23.0,6.0,85.0,36.0,2.0,42.0,19.0
2015-01-01 05:30:00,10.0,15.0,4.0,13.0,25.0,8.0,89.0,44.0,2.0,45.0,21.0
2015-01-01 05:45:00,11.0,21.0,7.0,15.0,34.0,12.0,96.0,57.0,2.0,35.0,20.0
2015-01-01 06:00:00,16.0,29.0,11.0,18.0,41.0,15.0,112.5,78.0,3.0,48.5,27.0
2015-01-01 06:15:00,23.0,43.0,19.0,19.0,48.0,19.0,122.0,91.0,2.5,70.0,42.0
2015-01-01 06:30:00,37.0,56.0,36.0,16.0,54.0,25.0,110.0,82.0,4.0,68.0,44.0
2015-01-01 06:45:00,42.0,66.0,50.0,15.0,68.0,36.5,92.0,65.0,3.0,49.0,29.0
2015-01-01 07:00:00,45.0,63.0,45.0,19.0,69.0,40.0,97.0,76.0,3.0,52.0,33.0
2015-01-01 07:15:00,55.0,74.0,60.0,17.0,72.0,47.0,99.0,81.0,3.0,54.0,36.0
2015-01-01 07:30:00,68.5,90.0,79.5,19.0,86.0,64.5,95.0,82.0,4.0,58.0,42.0
2015-01-01 07:45:00,84.0,105.0,100.0,21.0,96.0,78.5,89.0,78.0,6.0,56.0,41.0
2015-01-01 08:00:00,84.5,98.0,94.0,20.0,101.0,84.0,90.0,78.5,7.0,62.5,49.0
2015-01-01 08:15:00,90.0,96.5,92.0,23.5,106.0,92.0,91.0,83.5,9.0,68.0,54.5
2015-01-01 08:30:00,95.0,93.0,90.0,25.0,114.0,98.0,96.0,89.0,6.0,63.0,49.0
2015-01-01 08:45:00,84.0,95.0,88.0,23.0,104.0,84.0,90.0,79.0,7.0,61.0,47.0
2015-01-01 09:00:00,60.5,83.0,69.0,19.0,82.5,56.0,86.0,69.0,7.0,56.0,38.0
2015-01-01 09:15:00,51.0,80.0,62.0,18.0,76.0,45.0,81.0,57.0,6.0,55.0,37.0
2015-01-01 09:30:00,50.5,82.0,59.0,17.0,73.0,42.0,79.0,54.0,7.0,55.0,38.0
2015-01-01 09:45:00,44.0,84.0,64.0,18.0,70.0,41.0,78.0,48.0,7.0,58.0,39.0
2015-01-01 10:00:00,38.0,74.0,53.0,18.0,68.0,36.0,78.0,47.0,7.0,57.0,37.0
2015-01-01 10:15:00,39.0,76.0,52.0,17.5,68.0,35.0,77.0,46.5,7.0,59.0,38.0
2015-01-01 10:30:00,38.0,76.5,51.0,18.0,71.0,36.0,77.0,45.0,7.0,61.0,39.0
2015-01-01 10:45:00,39.0,80.0,54.0,18.0,71.0,36.5,77.5,46.0,7.0,62.0,40.0
2015-01-01 11:00:00,35.0,73.0,47.0,19.0,68.0,33.5,78.0,47.0,7.0,62.5,42.0
2015-01-01 11:15:00,36.0,75.0,50.0,19.0,71.0,35.0,83.0,50.0,8.0,64.0,44.0
2015-01-01 11:30:00,37.0,77.0,52.0,20.0,72.0,37.0,84.0,51.0,8.0,66.0,47.0
2015-01-01 11:45:00,40.0,80.0,60.0,20.0,73.0,37.0,83.0,53.5,9.0,70.0,50.0
2015-01-01 12:00:00,38.0,76.0,54.0,23.0,74.0,38.0,86.0,57.0,8.0,70.0,50.0
2015-01-01 12:15:00,40.0,81.0,58.0,23.0,77.0,42.0,88.0,60.0,9.0,74.0,55.0
2015-01-01 12:30:00,42.0,84.0,63.0,23.0,79.0,45.0,89.0,58.0,9.0,75.0,55.0
2015-01-01 12:45:00,43.0,87.0,67.0,23.0,80.0,46.0,87.0,58.0,10.0,76.5,57.0
2015-01-01 13:00:00,41.0,83.0,62.0,23.0,77.0,44.0,87.0,58.0,10.0,77.0,58.0
2015-01-01 13:15:00,43.0,85.0,65.0,24.0,81.0,44.0,90.0,63.0,10.0,77.0,60.0
2015-01-01 13:30:00,42.0,88.0,67.0,24.0,79.0,44.0,90.0,63.0,10.0,77.0,59.0
2015-01-01 13:45:00,42.0,89.5,70.0,24.0,80.5,43.5,88.0,60.0,10.0,77.0,60.0
2015-01-01 14:00:00,41.0,87.0,68.0,25.0,79.0,43.0,92.0,65.0,10.0,80.0,65.0
2015-01-01 14:15:00,43.0,92.0,74.5,26.0,82.0,46.0,95.0,70.0,11.0,85.0,72.0
2015-01-01 14:30:00,47.0,96.0,80.0,25.0,82.0,48.0,94.0,69.0,12.0,87.0,74.0
2015-01-01 14:45:00,50.5,100.0,86.0,26.0,84.0,52.0,93.0,71.0,12.0,90.0,78.5
2015-01-01 15:00:00,49.0,99.0,87.0,28.0,86.0,53.0,93.0,71.0,14.0,91.0,79.0
2015-01-01 15:15:00,58.0,105.0,93.0,31.0,98.0,65.0,100.0,85.0,13.0,90.0,82.0
2015-01-01 15:30:00,54.5,109.0,98.0,32.5,93.0,59.0,104.0,92.0,13.0,96.0,88.0
2015-01-01 15:45:00,56.0,117.0,112.5,31.0,90.0,60.0,104.0,92.0,13.0,101.0,97.0
2015-01-01 16:00:00,60.0,115.0,111.0,31.0,89.5,56.0,105.0,92.0,14.0,104.0,103.0
2015-01-01 16:15:00,63.0,121.0,117.0,30.0,98.0,65.0,102.0,88.0,13.0,112.0,110.0
2015-01-01 16:30:00,62.0,124.0,122.5,30.0,93.0,64.0,98.5,88.0,14.0,113.0,111.5
2015-01-01 16:45:00,63.0,124.0,122.0,29.0,101.0,68.0,101.0,87.0,15.0,117.0,117.0
2015-01-01 17:00:00,64.0,123.0,123.0,29.0,99.0,67.0,100.0,85.0,16.0,122.0,126.0
2015-01-01 17:15:00,69.0,127.0,128.0,27.0,106.0,74.0,101.0,89.0,16.0,123.0,127.0
2015-01-01 17:30:00,69.0,123.0,124.0,26.0,104.0,75.0,97.0,80.0,16.0,121.0,124.0
2015-01-01 17:45:00,64.0,121.0,122.0,24.0,92.0,64.0,95.0,79.0,16.0,117.0,119.0
2015-01-01 18:00:00,62.0,115.5,114.0,23.0,83.0,56.0,95.0,77.0,16.0,111.5,111.0
2015-01-01 18:15:00,58.0,116.0,112.5,23.0,82.0,52.0,98.0,80.0,15.0,104.0,100.5
2015-01-01 18:30:00,56.0,114.0,107.0,23.0,79.0,49.0,93.0,72.0,14.0,93.0,83.0
2015-01-01 18:45:00,50.0,106.0,98.0,22.0,74.0,45.0,89.0,65.0,14.0,85.0,75.0
2015-01-01 19:00:00,47.0,97.0,85.0,22.0,74.0,42.0,89.0,62.0,12.0,81.0,66.0
2015-01-01 19:15:00,44.0,93.0,80.0,20.0,72.0,41.0,88.0,58.0,11.0,80.0,64.0
2015-01-01 19:30:00,41.0,88.0,70.0,19.0,66.0,37.0,86.0,54.0,10.0,73.0,58.0
2015-01-01 19:45:00,39.0,82.5,65.0,18.0,66.0,34.0,81.0,50.0,9.5,71.0,57.0
2015-01-01 20:00:00,34.0,74.0,54.0,18.0,61.0,31.0,80.0,45.0,9.0,67.0,51.0
2015-01-01 20:15:00,32.0,71.0,51.0,17.0,59.0,30.0,78.0,44.0,8.0,66.0,50.0
2015-01-01 20:30:00,30.0,69.0,47.0,17.0,58.0,28.5,71.0,39.0,8.0,62.0,46.0
2015-01-01 20:45:00,28.0,68.0,46.0,17.0,55.0,26.0,73.0,37.0,8.0,60.0,44.0
2015-01-01 21:00:00,28.0,64.0,43.0,16.0,54.0,25.0,75.0,41.0,7.0,61.0,46.0
2015-01-01 21:15:00,26.0,63.0,42.0,16.0,53.0,25.0,74.0,38.0,8.0,61.0,44.0
2015-01-01 21:30:00,24.0,61.0,39.0,16.0,50.0,23.0,67.0,33.0,6.0,57.0,41.5
2015-01-01 21:45:00,24.0,56.0,34.0,14.0,49.0,22.0,66.0,31.0,6.0,54.0,38.0
2015-01-01 22:00:00,22.0,54.0,32.0,15.0,47.0,20.0,66.0,32.0,6.0,52.0,36.0
2015-01-01 22:15:00,21.0,54.0,32.0,13.0,44.0,19.0,65.0,29.0,5.0,50.0,34.0
2015-01-01 22:30:00,19.0,51.0,29.0,12.0,42.0,17.0,63.0,27.5,5.0,47.0,32.0
2015-01-01 22:45:00,17.0,48.0,26.0,12.0,40.0,16.0,58.0,24.0,5.0,45.0,27.5
2015-01-01 23:00:00,16.0,44.0,23.0,11.0,38.0,14.0,55.0,22.0,5.0,44.5,27.0
2015-01-01 23:15:00,15.0,44.0,21.5,9.0,35.0,13.0,49.0,18.0,4.0,41.0,22.0
2015-01-01 23:30:00,12.0,36.0,16.0,8.0,30.5,10.0,45.0,15.0,4.0,35.0,19.0
2015-01-01 23:45:00,11.0,33.0,14.0,7.0,26.0,8.0,38.0,12.0,3.0,32.0,15.0
2015-01-02 00:00:00,9.0,28.0,11.0,6.0,21.0,6.0,34.0,9.0,3.0,29.0,13.0
2015-01-02 00:15:00,8.0,25.0,8.0,6.0,22.0,6.0,30.0,8.0,3.0,26.0,11.0
2015-01-02 00:30:00,7.0,22.0,7.0,5.0,19.0,4.5,27.0,7.0,2.0,23.0,9.0
2015-01-02 00:45:00,6.0,18.0,5.0,5.0,17.0,4.0,24.0,5.0,2.0,19.0,8.0
2015-01-02 01:00:00,5.0,15.0,4.0,4.0,14.0,3.0,23.0,5.0,2.0,18.0,7.0
2015-01-02 01:15:00,4.0,14.0,4.0,3.0,12.0,2.0,19.0,4.0,1.0,16.0,6.0
2015-01-02 01:30:00,3.0,12.0,3.0,3.0,10.0,2.0,19.0,3.0,1.0,14.0,5.0
2015-01-02 01:45:00,3.0,12.0,3.0,3.0,10.0,2.0,18.0,3.0,1.0,12.0,4.0
2015-01-02 02:00:00,3.0,10.0,2.0,3.0,9.0,1.0,16.0,3.0,1.0,11.0,4.0
2015-01-02 02:15:00,3.0,9.0,2.0,3.0,9.0,2.0,15.0,3.0,1.0,10.0,3.0
2015-01-02 02:30:00,2.0,9.0,2.0,3.0,7.0,1.0,16.0,3.0,1.0,10.0,4.0
2015-01-02 02:45:00,2.0,8.0,2.0,3.0,7.0,1.0,12.0,2.0,1.0,9.0,3.0
2015-01-02 03:00:00,2.0,7.0,1.0,2.0,7.0,1.0,11.0,1.0,0.0,7.0,2.0
2015-01-02 03:15:00,2.0,7.0,1.0,2.0,6.0,1.0,12.0,1.0,0.0,7.0,2.0
2015-01-02 03:30:00,2.0,6.0,1.0,2.0,6.0,1.0,11.0,1.0,0.0,6.0,2.0
2015-01-02 03:45:00,2.0,6.0,1.0,2.0,7.0,1.0,12.0,1.0,0.0,6.0,2.0
2015-01-02 04:00:00,3.0,7.0,1.0,3.0,10.0,1.0,17.0,2.0,0.0,7.0,2.0
2015-01-02 04:15:00,3.0,8.0,1.0,3.0,11.0,2.0,26.0,3.0,0.0,11.0,4.0
2015-01-02 04:30:00,4.0,9.0,1.0,4.0,13.0,3.0,31.0,4.0,1.0,13.0,4.0
2015-01-02 04:45:00,5.0,11.5,2.0,5.0,17.0,4.0,39.0,8.0,1.0,14.0,5.5
2015-01-02 05:00:00,6.0,13.0,2.0,7.0,22.0,6.0,61.0,17.0,2.0,25.0,9.0
2015-01-02 05:15:00,7.0,15.0,3.0,10.0,23.0,7.0,87.5,37.0,2.0,44.5,19.5
2015-01-02 05:30:00,10.0,18.0,5.0,12.0,27.5,9.0,90.0,42.5,2.0,47.0,22.0
2015-01-02 05:45:00,11.0,24.0,8.0,13.0,35.0,13.0,94.0,52.5,3.0,36.0,20.0
2015-01-02 06:00:00,16.0,30.0,11.0,17.0,39.0,14.0,109.0,71.0,3.0,47.0,27.0
2015-01-02 06:15:00,21.0,42.0,19.0,18.0,42.5,18.0,117.0,86.5,3.0,69.5,40.0
2015-01-02 06:30:00,33.5,55.0,32.0,16.0,50.0,23.0,105.0,76.0,4.0,67.0,41.0
2015-01-02 06:45:00,37.0,64.0,45.0,15.0,58.0,32.0,85.0,57.0,3.0,46.0,27.0
2015-01-02 07:00:00,35.5,61.0,42.0,17.0,57.0,32.0,91.0,67.0,3.0,46.0,30.0
2015-01-02 07:15:00,44.0,72.0,52.0,16.0,62.0,37.0,93.0,72.0,4.0,50.0,32.0
2015-01-02 07:30:00,54.5,88.0,74.0,17.0,71.0,49.0,92.0,74.0,4.0,52.0,38.5
2015-01-02 07:45:00,71.0,102.0,93.0,19.0,81.0,60.0,88.0,74.0,5.0,53.0,38.0
2015-01-02 08:00:00,68.0,91.0,82.0,18.0,83.0,62.0,88.0,75.0,7.0,61.0,45.0
2015-01-02 08:15:00,70.0,90.0,80.0,21.0,89.0,69.0,91.0,80.0,9.0,66.0,50.0
2015-01-02 08:30:00,80.0,91.0,84.0,23.0,97.0,74.0,94.0,84.0,7.0,63.0,44.0
2015-01-02 08:45:00,68.0,88.0,78.0,20.0,89.0,66.0,90.0,75.0,6.0,59.0,41.0
2015-01-02 09:00:00,48.0,79.0,58.0,17.0,74.0,48.5,85.0,65.5,6.0,56.0,36.0
2015-01-02 09:15:00,44.0,78.0,57.0,17.0,69.0,41.0,83.0,58.0,7.0,54.0,36.0
2015-01-02 09:30:00,44.0,82.0,59.0,17.5,69.0,40.5,81.5,53.5,7.0,55.0,37.5
2015-01-02 09:45:00,43.0,86.0,62.0,18.0,69.0,40.0,80.0,51.0,7.0,56.0,38.0
2015-01-02 10:00:00,39.0,79.0,53.0,17.0,67.0,37.0,81.0,50.0,7.0,60.0,38.0
2015-01-02 10:15:00,40.0,79.0,52.0,18.0,69.0,37.0,83.0,53.0,8.0,60.5,41.0
2015-01-02 10:30:00,39.0,81.0,55.0,20.0,70.0,37.0,84.0,52.0,8.0,63.0,43.0
2015-01-02 10:45:00,40.0,86.0,61.0,19.5,72.0,40.0,85.0,54.0,8.0,65.0,44.0
2015-01-02 11:00:00,37.0,83.0,56.0,20.0,70.0,38.0,87.0,57.0,8.0,64.0,45.0
2015-01-02 11:15:00,40.0,83.0,59.0,21.0,71.0,38.0,89.0,61.0,8.0,66.0,48.0
2015-01-02 11:30:00,39.0,85.0,63.0,22.0,76.0,44.0,89.0,62.0,9.0,69.0,51.0
2015-01-02 11:45:00,43.0,91.0,69.0,22.0,76.0,42.0,90.0,64.0,10.0,70.0,53.0
2015-01-02 12:00:00,42.0,88.0,64.0,23.5,80.0,45.0,93.5,66.0,10.0,72.0,55.0
2015-01-02 12:15:00,46.0,92.0,71.0,24.0,84.0,51.0,99.0,73.0,10.0,74.0,58.0
2015-01-02 12:30:00,48.0,95.0,75.0,23.0,84.0,52.0,92.5,69.0,10.0,76.0,60.0
2015-01-02 12:45:00,52.0,99.0,81.0,23.0,88.0,54.0,93.0,68.0,11.0,76.0,61.0
2015-01-02 13:00:00,49.0,96.0,74.0,24.0,84.0,51.0,94.0,68.0,10.0,77.0,62.0
2015-01-02 13:15:00,48.0,98.0,77.0,25.0,86.0,51.0,97.0,74.0,10.0,77.0,62.0
2015-01-02 13:30:00,49.0,100.0,80.0,24.0,84.0,52.0,96.0,71.0,11.0,77.0,61.0
2015-01-02 13:45:00,50.0,98.5,83.5,24.0,84.0,51.0,95.0,73.5,12.0,83.0,68.0
2015-01-02 14:00:00,45.0,95.0,77.0,26.0,81.0,48.0,99.0,76.0,13.0,86.0,73.0
2015-01-02 14:15:00,47.0,100.0,82.0,26.0,82.5,49.5,101.0,80.0,11.0,86.0,75.5
2015-01-02 14:30:00,50.0,102.0,87.0,26.0,83.0,51.0,101.0,79.0,12.0,89.0,79.0
2015-01-02 14:45:00,53.0,104.0,93.0,27.0,86.0,57.0,100.0,80.0,15.0,97.0,88.0
2015-01-02 15:00:00,55.0,106.0,97.0,28.0,89.0,59.0,101.0,86.0,15.0,100.0,91.5
2015-01-02 15:15:00,61.0,109.0,100.0,32.0,98.0,68.0,107.0,95.0,13.0,99.5,94.0
2015-01-02 15:30:00,59.0,112.5,102.0,31.0,95.5,66.0,109.0,97.0,13.0,102.5,98.0
2015-01-02 15:45:00,61.0,118.0,112.0,30.0,95.0,62.0,108.0,96.0,14.0,106.5,105.0
2015-01-02 16:00:00,61.0,116.0,111.0,30.0,90.0,60.0,108.0,96.0,15.0,107.0,104.0
2015-01-02 16:15:00,62.0,121.0,118.5,28.0,95.0,64.0,106.5,94.5,15.0,110.0,107.0
2015-01-02 16:30:00,60.5,122.0,119.0,27.0,95.0,61.0,104.0,90.0,15.0,111.5,108.5
2015-01-02 16:45:00,63.0,122.0,118.0,26.0,94.0,64.0,103.0,88.0,15.0,111.0,108.0
2015-01-02 17:00:00,61.0,118.5,111.5,26.0,96.0,65.0,104.0,91.0,15.0,112.5,110.0
2015-01-02 17:15:00,63.0,121.5,120.0,24.0,101.0,71.0,107.0,97.0,15.0,113.0,115.0
2015-01-02 17:30:00,63.0,123.0,119.0,24.0,97.0,67.0,102.0,88.0,16.0,107.0,110.0
2015-01-02 17:45:00,58.0,121.0,115.0,24.0,90.5,60.0,100.0,85.0,16.0,108.0,107.0
2015-01-02 18:00:00,55.0,114.0,105.0,23.0,85.5,56.0,100.5,84.0,17.0,102.0,98.0
2015-01-02 18:15:00,52.0,111.0,101.5,23.0,82.0,54.5,102.0,85.0,15.0,98.0,92.5
2015-01-02 18:30:00,51.0,107.5,94.0,22.0,78.0,50.0,97.0,77.5,14.0,90.0,79.5
2015-01-02 18:45:00,49.0,103.0,89.0,21.0,80.0,50.0,97.0,74.0,13.0,83.0,72.0
2015-01-02 19:00:00,46.0,96.0,78.5,21.0,75.5,45.0,93.0,68.0,12.0,79.0,65.0
2015-01-02 19:15:00,44.0,93.0,74.0,21.0,76.0,44.0,92.0,63.0,12.0,78.0,64.0
2015-01-02 19:30:00,42.0,88.0,67.0,19.0,71.0,39.0,88.0,57.0,11.0,72.0,58.0
2015-01-02 19:45:00,39.0,84.0,61.0,18.0,71.0,38.0,87.0,52.0,11.0,70.0,54.0
2015-01-02 20:00:00,35.0,78.0,54.0,17.0,64.0,35.0,83.0,49.0,11.0,68.0,52.0
2015-01-02 20:15:00,35.0,75.0,55.0,18.0,64.0,33.0,81.0,46.0,10.0,64.0,49.0
2015-01-02 20:30:00,32.0,72.0,49.0,16.0,61.0,30.0,76.0,41.0,9.0,61.0,45.0
2015-01-02 20:45:00,30.0,69.0,45.0,17.0,60.0,30.0,75.0,38.5,8.0,59.0,41.0
2015-01-02 21:00:00,28.0,66.0,42.0,16.0,57.5,28.0,74.0,38.0,8.0,57.0,41.0
2015-01-02 21:15:00,28.0,64.0,41.0,16.0,58.0,28.0,71.0,37.0,7.0,56.0,38.0
2015-01-02 21:30:00,27.0,65.0,40.0,15.0,55.0,26.0,70.0,34.0,7.0,53.0,37.0
2015-01-02 21:45:00,25.0,61.0,37.0,14.0,53.0,24.0,69.0,32.0,7.0,54.0,37.0
2015-01-02 22:00:00,25.0,58.0,35.0,15.0,53.0,23.0,72.0,33.0,7.0,52.0,37.0
2015-01-02 22:15:00,25.0,59.0,35.0,14.0,52.0,22.0,72.0,33.5,7.0,53.0,37.0
2015-01-02 22:30:00,23.0,56.0,33.0,14.0,49.0,21.0,69.0,32.0,7.0,51.5,36.0
2015-01-02 22:45:00,22.0,56.0,31.0,13.0,47.0,21.0,68.0,30.0,7.0,52.0,35.0
2015-01-02 23:00:00,21.0,52.0,28.0,14.0,49.0,20.0,66.5,30.0,6.0,52.0,35.0
2015-01-02 23:15:00,21.0,51.5,27.0,13.0,46.0,19.0,64.0,28.0,5.0,50.0,32.0
2015-01-02 23:30:00,18.0,49.0,25.0,12.0,40.0,15.0,60.0,24.0,5.0,46.0,27.0
2015-01-02 23:45:00,16.0,45.0,21.0,10.0,38.0,13.0,56.0,21.0,5.0,42.0,24.0
2015-01-03 00:00:00,14.0,42.0,20.0,10.0,34.0,11.0,51.0,17.0,4.0,40.0,23.0
2015-01-03 00:15:00,13.0,38.0,16.0,9.0,32.0,10.0,49.0,15.0,4.0,37.0,20.0
2015-01-03 00:30:00,12.0,36.0,14.0,8.0,29.0,9.0,44.0,14.0,3.0,34.0,18.0
2015-01-03 00:45:00,11.0,30.0,12.0,8.0,26.0,7.0,40.0,12.0,3.0,31.0,15.0
2015-01-03 01:00:00,10.0,29.0,9.0,6.0,23.0,6.0,37.5,10.0,3.0,31.0,14.5
2015-01-03 01:15:00,8.0,27.0,8.0,6.0,20.0,6.0,33.0,8.0,2.0,27.0,12.0
2015-01-03 01:30:00,8.0,25.0,7.0,5.0,19.0,5.0,32.0,7.0,2.0,24.0,10.0
2015-01-03 01:45:00,6.0,22.0,6.0,5.0,17.0,4.0,29.0,6.5,2.0,21.5,9.0
2015-01-03 02:00:00,6.0,19.0,5.0,5.0,16.0,3.0,27.0,6.0,2.0,20.0,8.0
2015-01-03 02:15:00,6.0,18.0,5.0,4.0,14.5,3.0,29.0,6.0,2.0,20.0,8.0
2015-01-03 02:30:00,6.0,17.0,4.0,4.0,14.0,3.0,29.0,6.0,1.0,20.0,8.0
2015-01-03 02:45:00,5.0,14.0,4.0,4.0,14.0,3.0,23.0,4.0,1.0,16.0,7.0
2015-01-03 03:00:00,4.0,14.0,3.0,4.0,12.0,2.0,20.0,3.0,1.0,14.0,5.0
2015-01-03 03:15:00,4.0,12.5,3.0,3.0,10.0,2.0,17.0,2.5,1.0,13.0,5.0
2015-01-03 03:30:00,5.0,12.0,3.0,3.0,10.0,2.0,15.0,2.0,1.0,10.0,4.0
2015-01-03 03:45:00,4.0,11.0,2.0,3.0,9.0,2.0,14.0,2.0,1.0,10.0,4.0
2015-01-03 04:00:00,3.5,11.0,2.0,3.0,11.0,2.0,16.0,2.0,1.0,9.0,4.0
2015-01-03 04:15:00,4.0,11.0,2.0,3.0,10.0,2.0,18.5,2.0,1.0,11.0,4.0
2015-01-03 04:30:00,4.0,11.0,2.0,3.0,10.0,2.0,22.0,3.0,1.0,10.0,4.0
2015-01-03 04:45:00,3.0,12.0,2.0,3.0,11.0,3.0,25.0,3.0,1.0,11.0,4.0
2015-01-03 05:00:00,3.0,13.0,2.0,4.0,14.0,3.0,37.0,7.0,2.0,16.0,6.0
2015-01-03 05:15:00,4.0,13.0,3.0,5.0,14.0,3.0,52.0,13.0,1.0,27.0,9.0
2015-01-03 05:30:00,5.0,14.0,3.0,4.0,14.0,3.0,44.0,9.5,1.0,23.0,9.0
2015-01-03 05:45:00,5.0,17.0,4.0,5.0,17.0,5.0,42.0,9.0,1.0,18.0,7.0
2015-01-03 06:00:00,6.0,19.0,4.0,6.0,20.0,5.0,54.0,16.0,1.0,25.0,11.0
2015-01-03 06:15:00,8.0,20.0,5.0,6.0,20.0,6.0,57.0,19.0,1.0,36.0,14.0
2015-01-03 06:30:00,9.0,26.0,7.0,6.0,20.0,6.0,51.0,18.0,1.0,32.0,13.0
2015-01-03 06:45:00,10.0,32.0,11.0,6.0,23.0,9.0,44.0,13.0,1.0,23.0,9.0
2015-01-03 07:00:00,8.0,29.0,10.0,6.0,22.0,7.0,46.5,12.0,1.0,25.0,10.0
2015-01-03 07:15:00,9.0,31.0,12.0,7.0,23.0,7.0,50.0,14.0,2.0,27.0,10.0
2015-01-03 07:30:00,10.0,33.0,13.0,8.0,26.0,9.0,52.0,16.0,2.0,25.0,11.0
2015-01-03 07:45:00,12.0,42.0,17.0,8.0,31.0,11.0,50.0,16.0,3.0,27.0,10.0
2015-01-03 08:00:00,12.0,41.0,18.0,9.0,28.0,9.0,55.0,19.0,3.0,26.0,11.5
2015-01-03 08:15:00,15.0,48.0,25.5,11.0,32.0,12.0,56.0,22.0,3.0,29.0,14.0
2015-01-03 08:30:00,18.0,53.0,30.0,12.0,37.0,15.0,62.0,29.0,3.0,33.0,17.0
2015-01-03 08:45:00,26.0,62.0,38.0,12.0,44.0,20.0,67.0,32.0,4.0,38.0,21.0
2015-01-03 09:00:00,24.0,63.0,36.0,13.0,44.0,19.0,70.5,36.0,4.0,39.0,22.0
2015-01-03 09:15:00,24.0,69.0,38.0,14.0,50.0,21.0,75.0,40.0,5.0,42.0,26.0
2015-01-03 09:30:00,32.0,75.0,44.0,15.0,57.0,26.0,81.0,44.0,5.0,48.0,29.0
2015-01-03 09:45:00,37.0,85.0,59.0,16.0,64.0,33.0,82.0,48.0,6.0,52.0,32.0
2015-01-03 10:00:00,34.0,81.0,50.0,16.0,63.0,32.0,88.0,53.0,7.0,53.0,35.0
2015-01-03 10:15:00,36.0,84.0,53.0,17.0,64.0,33.0,89.0,55.0,7.0,57.0,37.0
2015-01-03 10:30:00,39.0,85.0,56.0,19.0,67.5,35.0,90.0,55.0,7.0,57.0,39.0
2015-01-03 10:45:00,41.0,96.0,68.0,19.0,73.0,39.0,93.0,57.0,8.0,62.0,42.5
2015-01-03 11:00:00,40.0,90.0,61.5,20.0,72.0,39.0,97.0,60.0,8.0,64.0,46.0
2015-01-03 11:15:00,42.0,95.0,66.0,21.0,77.0,43.0,101.0,67.0,9.0,66.0,48.0
2015-01-03 11:30:00,42.0,96.0,68.0,22.0,80.0,46.0,100.0,68.0,9.0,70.0,51.0
2015-01-03 11:45:00,48.0,104.0,78.0,22.0,83.0,49.0,100.0,69.0,9.0,72.0,55.0
2015-01-03 12:00:00,47.0,103.0,77.0,23.0,84.5,51.0,100.0,73.0,10.0,72.5,55.0
2015-01-03 12:15:00,52.0,107.5,84.5,25.0,95.0,64.0,107.0,84.0,10.0,76.0,59.0
2015-01-03 12:30:00,53.0,112.0,88.0,26.0,96.0,63.0,109.0,81.0,12.0,78.0,62.5
2015-01-03 12:45:00,55.0,113.0,92.0,27.0,95.0,60.0,108.0,85.0,12.0,80.5,66.0
