,K097,21,22,81,82,101,102,111
105753,2018-01-06 14:15:00,33.0,39.0,77.0,42.0,54.0,31.0,38.0
105754,2018-01-06 14:30:00,35.0,43.0,74.0,43.0,55.0,20.0,38.0
105755,2018-01-06 14:45:00,37.0,44.0,88.0,57.0,32.0,19.0,36.0
105756,2018-01-06 15:00:00,31.0,52.0,77.0,44.0,45.0,24.0,41.0
105757,2018-01-06 15:15:00,31.0,44.0,72.0,36.0,39.0,24.0,32.0
105758,2018-01-06 15:30:00,31.0,43.0,68.0,46.0,39.0,18.0,29.0
105759,2018-01-06 15:45:00,43.0,39.0,83.0,40.0,33.0,17.0,27.0
105760,2018-01-06 16:00:00,41.0,35.0,70.0,43.0,36.0,13.0,33.0
105761,2018-01-06 16:15:00,26.0,39.0,73.0,51.0,42.0,20.0,55.0
105762,2018-01-06 16:30:00,34.0,44.0,77.0,48.0,47.0,24.0,38.0
105763,2018-01-06 16:45:00,32.0,29.0,72.0,39.0,42.0,17.0,51.0
105764,2018-01-06 17:00:00,37.0,38.0,79.0,42.0,43.0,12.0,39.0
105765,2018-01-06 17:15:00,27.0,22.0,69.0,44.0,41.0,13.0,37.0
105766,2018-01-06 17:30:00,23.0,23.0,65.0,41.0,23.0,18.0,40.0
105767,2018-01-06 17:45:00,18.0,22.0,73.0,35.0,27.0,11.0,30.0
105768,2018-01-06 18:00:00,28.0,28.0,47.0,22.0,22.0,12.0,26.0
105769,2018-01-06 18:15:00,18.0,20.0,54.0,19.0,26.0,16.0,20.0
105770,2018-01-06 18:30:00,9.0,20.0,41.0,24.0,24.0,6.0,14.0
105771,2018-01-06 18:45:00,16.0,24.0,39.0,24.0,23.0,11.0,20.0
105772,2018-01-06 19:00:00,20.0,33.0,52.0,31.0,27.0,10.0,16.0
105773,2018-01-06 19:15:00,23.0,25.0,46.0,25.0,28.0,10.0,16.0
105774,2018-01-06 19:30:00,27.0,25.0,42.0,26.0,32.0,14.0,18.0
105775,2018-01-06 19:45:00,21.0,35.0,41.0,22.0,20.0,7.0,11.0
105776,2018-01-06 20:00:00,17.0,22.0,27.0,24.0,25.0,5.0,15.0
105777,2018-01-06 20:15:00,16.0,20.0,41.0,24.0,22.0,7.0,19.0
105778,2018-01-06 20:30:00,23.0,22.0,40.0,19.0,23.0,9.0,15.0
105779,2018-01-06 20:45:00,18.0,25.0,43.0,23.0,18.0,14.0,20.0
105780,2018-01-06 21:00:00,11.0,24.0,42.0,13.0,20.0,7.0,9.0
105781,2018-01-06 21:15:00,17.0,26.0,28.0,16.0,22.0,11.0,10.0
105782,2018-01-06 21:30:00,15.0,21.0,35.0,18.0,21.0,10.0,10.0
105783,2018-01-06 21:45:00,19.0,25.0,49.0,25.0,23.0,12.0,15.0
105784,2018-01-06 22:00:00,19.0,22.0,45.0,25.0,23.0,9.0,21.0
105785,2018-01-06 22:15:00,18.0,22.0,39.0,18.0,32.0,9.0,17.0
105786,2018-01-06 22:30:00,14.0,20.0,28.0,15.0,23.0,8.0,13.0
105787,2018-01-06 22:45:00,11.0,15.0,36.0,24.0,23.0,10.0,15.0
105788,2018-01-06 23:00:00,13.0,14.0,39.0,23.0,17.0,8.0,16.0
105789,2018-01-06 23:15:00,9.0,14.0,46.0,24.0,16.0,9.0,10.0
105790,2018-01-06 23:30:00,15.0,20.0,35.0,25.0,25.0,15.0,16.0
105791,2018-01-06 23:45:00,15.0,22.0,31.0,19.0,23.0,3.0,4.0
105792,2018-01-07 00:00:00,7.0,10.0,29.0,16.0,13.0,4.0,10.0
105793,2018-01-07 00:15:00,10.0,12.0,19.0,13.0,28.0,8.0,7.0
105794,2018-01-07 00:30:00,3.0,7.0,18.0,26.0,17.0,3.0,6.0
105795,2018-01-07 00:45:00,8.0,6.0,16.0,21.0,22.0,6.0,6.0
105796,2018-01-07 01:00:00,3.0,7.0,19.0,15.0,16.0,10.0,6.0
105797,2018-01-07 01:15:00,11.0,14.0,23.0,24.0,10.0,4.0,4.0
105798,2018-01-07 01:30:00,4.0,4.0,13.0,10.0,10.0,5.0,6.0
105799,2018-01-07 01:45:00,3.0,4.0,17.0,11.0,12.0,2.0,1.0
105800,2018-01-07 02:00:00,2.0,5.0,24.0,22.0,13.0,1.0,3.0
105801,2018-01-07 02:15:00,1.0,1.0,18.0,11.0,11.0,6.0,2.0
105802,2018-01-07 02:30:00,5.0,6.0,18.0,10.0,13.0,3.0,5.0
105803,2018-01-07 02:45:00,3.0,2.0,8.0,11.0,7.0,1.0,3.0
105804,2018-01-07 03:00:00,6.0,5.0,8.0,7.0,7.0,1.0,2.0
105805,2018-01-07 03:15:00,1.0,1.0,10.0,7.0,7.0,1.0,0.0
105806,2018-01-07 03:30:00,2.0,2.0,10.0,4.0,7.0,2.0,2.0
105807,2018-01-07 03:45:00,4.0,3.0,4.0,1.0,6.0,4.0,6.0
105808,2018-01-07 04:00:00,4.0,6.0,11.0,8.0,6.0,4.0,2.0
105809,2018-01-07 04:15:00,5.0,5.0,13.0,8.0,2.0,2.0,4.0
105810,2018-01-07 04:30:00,4.0,5.0,9.0,7.0,3.0,3.0,1.0
105811,2018-01-07 04:45:00,2.0,1.0,7.0,5.0,7.0,5.0,3.0
105812,2018-01-07 05:00:00,5.0,5.0,7.0,4.0,8.0,0.0,1.0
105813,2018-01-07 05:15:00,5.0,5.0,5.0,4.0,8.0,1.0,1.0
105814,2018-01-07 05:30:00,1.0,2.0,6.0,8.0,4.0,3.0,0.0
105815,2018-01-07 05:45:00,4.0,4.0,6.0,8.0,6.0,2.0,0.0
105816,2018-01-07 06:00:00,4.0,3.0,4.0,3.0,6.0,0.0,0.0
105817,2018-01-07 06:15:00,0.0,0.0,7.0,7.0,6.0,2.0,0.0
105818,2018-01-07 06:30:00,4.0,5.0,4.0,1.0,3.0,1.0,1.0
105819,2018-01-07 06:45:00,6.0,7.0,7.0,5.0,4.0,2.0,0.0
105820,2018-01-07 07:00:00,6.0,7.0,16.0,7.0,9.0,3.0,3.0
105821,2018-01-07 07:15:00,4.0,4.0,7.0,9.0,3.0,2.0,2.0
105822,2018-01-07 07:30:00,1.0,4.0,8.0,6.0,3.0,2.0,2.0
105823,2018-01-07 07:45:00,2.0,3.0,5.0,4.0,4.0,0.0,0.0
105824,2018-01-07 08:00:00,4.0,4.0,13.0,10.0,4.0,1.0,4.0
105825,2018-01-07 08:15:00,5.0,10.0,15.0,10.0,7.0,3.0,2.0
105826,2018-01-07 08:30:00,9.0,15.0,12.0,10.0,9.0,5.0,1.0
105827,2018-01-07 08:45:00,13.0,18.0,15.0,13.0,11.0,3.0,3.0
105828,2018-01-07 09:00:00,13.0,17.0,23.0,11.0,6.0,3.0,2.0
105829,2018-01-07 09:15:00,12.0,17.0,18.0,17.0,15.0,6.0,8.0
105830,2018-01-07 09:30:00,13.0,19.0,22.0,7.0,15.0,4.0,7.0
105831,2018-01-07 09:45:00,21.0,28.0,21.0,13.0,19.0,7.0,9.0
105832,2018-01-07 10:00:00,25.0,33.0,21.0,17.0,12.0,4.0,12.0
105833,2018-01-07 10:15:00,23.0,32.0,20.0,7.0,17.0,6.0,10.0
105834,2018-01-07 10:30:00,17.0,28.0,29.0,26.0,27.0,5.0,10.0
105835,2018-01-07 10:45:00,20.0,32.0,39.0,24.0,20.0,8.0,17.0
105836,2018-01-07 11:00:00,23.0,37.0,39.0,16.0,24.0,5.0,15.0
105837,2018-01-07 11:15:00,34.0,47.0,33.0,22.0,22.0,9.0,10.0
105838,2018-01-07 11:30:00,24.0,39.0,40.0,30.0,21.0,4.0,15.0
105839,2018-01-07 11:45:00,37.0,44.0,51.0,26.0,29.0,12.0,23.0
105840,2018-01-07 12:00:00,34.0,48.0,52.0,20.0,20.0,10.0,17.0
105841,2018-01-07 12:15:00,33.0,61.0,56.0,29.0,22.0,8.0,28.0
105842,2018-01-07 12:30:00,29.0,46.0,69.0,41.0,30.0,17.0,24.0
105843,2018-01-07 12:45:00,30.0,45.0,59.0,52.0,26.0,7.0,23.0
105844,2018-01-07 13:00:00,42.0,52.0,75.0,36.0,40.0,11.0,29.0
105845,2018-01-07 13:15:00,41.0,67.0,59.0,40.0,32.0,9.0,36.0
105846,2018-01-07 13:30:00,46.0,54.0,60.0,37.0,45.0,12.0,27.0
105847,2018-01-07 13:45:00,45.0,66.0,71.0,35.0,40.0,9.0,23.0
105848,2018-01-07 14:00:00,29.0,49.0,75.0,49.0,39.0,12.0,27.0
105849,2018-01-07 14:15:00,32.0,53.0,70.0,33.0,46.0,18.0,27.0
105850,2018-01-07 14:30:00,27.0,62.0,74.0,40.0,44.0,18.0,30.0
105851,2018-01-07 14:45:00,30.0,58.0,61.0,44.0,37.0,18.0,26.0
105852,2018-01-07 15:00:00,36.0,47.0,71.0,42.0,44.0,18.0,33.0
105853,2018-01-07 15:15:00,27.0,42.0,76.0,33.0,29.0,12.0,31.0
105854,2018-01-07 15:30:00,36.0,48.0,65.0,31.0,46.0,11.0,32.0
105855,2018-01-07 15:45:00,33.0,46.0,103.0,39.0,44.0,15.0,31.0
105856,2018-01-07 16:00:00,42.0,54.0,58.0,46.0,41.0,7.0,45.0
105857,2018-01-07 16:15:00,29.0,46.0,84.0,42.0,27.0,17.0,31.0
105858,2018-01-07 16:30:00,27.0,52.0,76.0,45.0,37.0,9.0,44.0
105859,2018-01-07 16:45:00,30.0,48.0,70.0,44.0,43.0,7.0,33.0
105860,2018-01-07 17:00:00,32.0,40.0,70.0,46.0,42.0,10.0,30.0
105861,2018-01-07 17:15:00,30.0,52.0,70.0,41.0,29.0,11.0,37.0
105862,2018-01-07 17:30:00,30.0,42.0,56.0,29.0,30.0,14.0,33.0
105863,2018-01-07 17:45:00,20.0,30.0,76.0,33.0,27.0,12.0,28.0
105864,2018-01-07 18:00:00,18.0,33.0,46.0,27.0,26.0,12.0,23.0
105865,2018-01-07 18:15:00,25.0,29.0,56.0,35.0,36.0,11.0,15.0
105866,2018-01-07 18:30:00,13.0,26.0,58.0,32.0,31.0,13.0,28.0
105867,2018-01-07 18:45:00,13.0,22.0,49.0,26.0,30.0,11.0,16.0
105868,2018-01-07 19:00:00,23.0,26.0,28.0,23.0,23.0,5.0,20.0
105869,2018-01-07 19:15:00,12.0,17.0,55.0,37.0,27.0,14.0,30.0
105870,2018-01-07 19:30:00,19.0,26.0,30.0,20.0,25.0,11.0,16.0
105871,2018-01-07 19:45:00,17.0,24.0,46.0,25.0,21.0,6.0,19.0
105872,2018-01-07 20:00:00,15.0,28.0,53.0,31.0,27.0,9.0,18.0
105873,2018-01-07 20:15:00,14.0,22.0,39.0,18.0,26.0,9.0,21.0
105874,2018-01-07 20:30:00,21.0,24.0,30.0,24.0,11.0,5.0,20.0
105875,2018-01-07 20:45:00,9.0,12.0,44.0,22.0,17.0,20.0,18.0
105876,2018-01-07 21:00:00,14.0,16.0,28.0,18.0,18.0,1.0,9.0
105877,2018-01-07 21:15:00,8.0,15.0,36.0,21.0,21.0,4.0,9.0
105878,2018-01-07 21:30:00,13.0,17.0,27.0,19.0,24.0,11.0,11.0
105879,2018-01-07 21:45:00,12.0,15.0,15.0,7.0,22.0,4.0,10.0
105880,2018-01-07 22:00:00,8.0,10.0,29.0,19.0,15.0,9.0,13.0
105881,2018-01-07 22:15:00,8.0,11.0,19.0,12.0,14.0,8.0,5.0
105882,2018-01-07 22:30:00,12.0,20.0,24.0,14.0,21.0,9.0,6.0
105883,2018-01-07 22:45:00,14.0,21.0,18.0,13.0,24.0,8.0,5.0
105884,2018-01-07 23:00:00,10.0,14.0,24.0,19.0,15.0,6.0,10.0
105885,2018-01-07 23:15:00,6.0,8.0,21.0,14.0,18.0,8.0,7.0
105886,2018-01-07 23:30:00,5.0,8.0,16.0,9.0,14.0,3.0,2.0
105887,2018-01-07 23:45:00,2.0,0.0,12.0,10.0,7.0,5.0,7.0
105888,2018-01-08 00:00:00,6.0,8.0,19.0,11.0,18.0,6.0,3.0
105889,2018-01-08 00:15:00,3.0,5.0,6.0,8.0,13.0,1.0,3.0
105890,2018-01-08 00:30:00,0.0,1.0,10.0,7.0,5.0,5.0,0.0
105891,2018-01-08 00:45:00,2.0,2.0,7.0,13.0,12.0,2.0,2.0
105892,2018-01-08 01:00:00,1.0,2.0,8.0,4.0,11.0,1.0,0.0
105893,2018-01-08 01:15:00,3.0,4.0,12.0,6.0,9.0,2.0,1.0
105894,2018-01-08 01:30:00,1.0,2.0,6.0,7.0,9.0,2.0,0.0
105895,2018-01-08 01:45:00,1.0,1.0,8.0,5.0,5.0,2.0,0.0
105896,2018-01-08 02:00:00,0.0,3.0,5.0,6.0,5.0,2.0,1.0
105897,2018-01-08 02:15:00,1.0,3.0,4.0,5.0,5.0,0.0,0.0
105898,2018-01-08 02:30:00,1.0,1.0,3.0,3.0,4.0,2.0,0.0
105899,2018-01-08 02:45:00,0.0,0.0,4.0,3.0,3.0,0.0,0.0
105900,2018-01-08 03:00:00,2.0,2.0,5.0,3.0,3.0,0.0,0.0
105901,2018-01-08 03:15:00,0.0,0.0,5.0,5.0,2.0,1.0,0.0
105902,2018-01-08 03:30:00,1.0,3.0,4.0,6.0,5.0,4.0,0.0
105903,2018-01-08 03:45:00,2.0,2.0,3.0,4.0,3.0,1.0,0.0
105904,2018-01-08 04:00:00,0.0,1.0,9.0,6.0,3.0,0.0,1.0
105905,2018-01-08 04:15:00,2.0,4.0,10.0,8.0,3.0,1.0,0.0
105906,2018-01-08 04:30:00,1.0,2.0,4.0,5.0,2.0,1.0,0.0
105907,2018-01-08 04:45:00,6.0,6.0,11.0,10.0,5.0,3.0,2.0
105908,2018-01-08 05:00:00,4.0,4.0,14.0,13.0,1.0,1.0,2.0
105909,2018-01-08 05:15:00,10.0,14.0,8.0,6.0,5.0,3.0,3.0
105910,2018-01-08 05:30:00,7.0,12.0,24.0,8.0,6.0,7.0,1.0
105911,2018-01-08 05:45:00,13.0,17.0,27.0,12.0,9.0,3.0,1.0
105912,2018-01-08 06:00:00,20.0,14.0,34.0,11.0,10.0,3.0,3.0
105913,2018-01-08 06:15:00,26.0,21.0,42.0,19.0,15.0,10.0,9.0
105914,2018-01-08 06:30:00,39.0,42.0,39.0,18.0,22.0,17.0,6.0
105915,2018-01-08 06:45:00,49.0,44.0,55.0,29.0,16.0,23.0,7.0
105916,2018-01-08 07:00:00,47.0,46.0,49.0,24.0,27.0,23.0,13.0
105917,2018-01-08 07:15:00,48.0,71.0,53.0,26.0,23.0,26.0,7.0
105918,2018-01-08 07:30:00,62.0,63.0,56.0,25.0,28.0,38.0,17.0
105919,2018-01-08 07:45:00,58.0,89.0,69.0,34.0,24.0,40.0,14.0
105920,2018-01-08 08:00:00,78.0,76.0,63.0,32.0,26.0,35.0,23.0
105921,2018-01-08 08:15:00,78.0,86.0,69.0,35.0,43.0,40.0,37.0
105922,2018-01-08 08:30:00,74.0,106.0,62.0,32.0,28.0,30.0,25.0
105923,2018-01-08 08:45:00,64.0,95.0,74.0,30.0,31.0,36.0,28.0
105924,2018-01-08 09:00:00,54.0,73.0,58.0,33.0,27.0,27.0,20.0
105925,2018-01-08 09:15:00,51.0,72.0,62.0,27.0,43.0,30.0,20.0
105926,2018-01-08 09:30:00,36.0,57.0,53.0,19.0,43.0,21.0,27.0
105927,2018-01-08 09:45:00,33.0,45.0,55.0,30.0,19.0,18.0,27.0
105928,2018-01-08 10:00:00,30.0,42.0,68.0,28.0,34.0,13.0,22.0
105929,2018-01-08 10:15:00,30.0,47.0,64.0,32.0,36.0,18.0,20.0
105930,2018-01-08 10:30:00,28.0,47.0,55.0,26.0,41.0,23.0,21.0
105931,2018-01-08 10:45:00,28.0,48.0,71.0,35.0,47.0,13.0,29.0
105932,2018-01-08 11:00:00,25.0,36.0,63.0,38.0,40.0,17.0,25.0
105933,2018-01-08 11:15:00,31.0,56.0,75.0,47.0,42.0,27.0,29.0
105934,2018-01-08 11:30:00,28.0,38.0,61.0,35.0,42.0,23.0,15.0
105935,2018-01-08 11:45:00,30.0,46.0,88.0,29.0,44.0,25.0,29.0
105936,2018-01-08 12:00:00,20.0,45.0,87.0,38.0,28.0,17.0,24.0
105937,2018-01-08 12:15:00,23.0,50.0,77.0,37.0,36.0,28.0,35.0
105938,2018-01-08 12:30:00,28.0,50.0,76.0,41.0,43.0,15.0,28.0
105939,2018-01-08 12:45:00,30.0,36.0,68.0,39.0,46.0,26.0,16.0
105940,2018-01-08 13:00:00,21.0,43.0,72.0,28.0,38.0,14.0,34.0
105941,2018-01-08 13:15:00,36.0,46.0,59.0,28.0,31.0,20.0,31.0
105942,2018-01-08 13:30:00,27.0,50.0,58.0,30.0,49.0,26.0,26.0
105943,2018-01-08 13:45:00,31.0,44.0,71.0,42.0,36.0,26.0,22.0
105944,2018-01-08 14:00:00,28.0,53.0,80.0,48.0,46.0,23.0,54.0
105945,2018-01-08 14:15:00,35.0,47.0,80.0,39.0,38.0,28.0,35.0
105946,2018-01-08 14:30:00,39.0,56.0,92.0,44.0,53.0,20.0,35.0
105947,2018-01-08 14:45:00,43.0,48.0,81.0,37.0,37.0,14.0,28.0
105948,2018-01-08 15:00:00,23.0,47.0,103.0,51.0,57.0,39.0,40.0
105949,2018-01-08 15:15:00,35.0,48.0,82.0,38.0,41.0,35.0,40.0
105950,2018-01-08 15:30:00,43.0,47.0,99.0,48.0,43.0,31.0,43.0
105951,2018-01-08 15:45:00,21.0,49.0,87.0,47.0,40.0,31.0,45.0
105952,2018-01-08 16:00:00,26.0,50.0,102.0,57.0,40.0,24.0,48.0
105953,2018-01-08 16:15:00,21.0,45.0,94.0,47.0,51.0,39.0,66.0
105954,2018-01-08 16:30:00,23.0,43.0,89.0,61.0,37.0,27.0,36.0
105955,2018-01-08 16:45:00,18.0,32.0,103.0,60.0,32.0,20.0,47.0
105956,2018-01-08 17:00:00,16.0,44.0,113.0,56.0,47.0,20.0,65.0
105957,2018-01-08 17:15:00,28.0,36.0,111.0,53.0,42.0,33.0,51.0
105958,2018-01-08 17:30:00,20.0,34.0,97.0,49.0,32.0,14.0,55.0
105959,2018-01-08 17:45:00,15.0,30.0,78.0,42.0,33.0,24.0,60.0
105960,2018-01-08 18:00:00,30.0,35.0,61.0,42.0,35.0,31.0,40.0
105961,2018-01-08 18:15:00,20.0,26.0,75.0,38.0,24.0,17.0,45.0
105962,2018-01-08 18:30:00,24.0,30.0,53.0,33.0,27.0,14.0,45.0
105963,2018-01-08 18:45:00,21.0,28.0,51.0,16.0,32.0,20.0,37.0
105964,2018-01-08 19:00:00,24.0,32.0,48.0,33.0,18.0,14.0,33.0
105965,2018-01-08 19:15:00,25.0,28.0,44.0,17.0,33.0,19.0,27.0
105966,2018-01-08 19:30:00,25.0,25.0,50.0,25.0,37.0,17.0,28.0
105967,2018-01-08 19:45:00,20.0,23.0,37.0,16.0,34.0,7.0,28.0
105968,2018-01-08 20:00:00,22.0,34.0,49.0,31.0,25.0,12.0,18.0
105969,2018-01-08 20:15:00,14.0,25.0,48.0,28.0,21.0,10.0,28.0
105970,2018-01-08 20:30:00,16.0,20.0,46.0,26.0,24.0,8.0,17.0
105971,2018-01-08 20:45:00,13.0,17.0,33.0,19.0,20.0,10.0,14.0
105972,2018-01-08 21:00:00,11.0,20.0,41.0,21.0,18.0,10.0,19.0
105973,2018-01-08 21:15:00,19.0,25.0,42.0,21.0,16.0,8.0,19.0
105974,2018-01-08 21:30:00,10.0,17.0,30.0,22.0,25.0,8.0,17.0
105975,2018-01-08 21:45:00,16.0,20.0,45.0,26.0,15.0,5.0,13.0
105976,2018-01-08 22:00:00,15.0,19.0,30.0,21.0,11.0,6.0,13.0
105977,2018-01-08 22:15:00,16.0,19.0,39.0,26.0,14.0,7.0,13.0
105978,2018-01-08 22:30:00,8.0,14.0,23.0,15.0,14.0,10.0,7.0
105979,2018-01-08 22:45:00,10.0,13.0,31.0,24.0,16.0,5.0,11.0
105980,2018-01-08 23:00:00,9.0,12.0,20.0,11.0,10.0,3.0,7.0
105981,2018-01-08 23:15:00,13.0,17.0,17.0,10.0,12.0,8.0,13.0
105982,2018-01-08 23:30:00,11.0,10.0,21.0,14.0,12.0,2.0,3.0
105983,2018-01-08 23:45:00,8.0,8.0,18.0,7.0,6.0,4.0,6.0
105984,2018-01-09 00:00:00,5.0,7.0,10.0,9.0,7.0,2.0,6.0
105985,2018-01-09 00:15:00,6.0,6.0,11.0,5.0,3.0,3.0,4.0
105986,2018-01-09 00:30:00,2.0,4.0,8.0,9.0,9.0,0.0,1.0
105987,2018-01-09 00:45:00,3.0,3.0,8.0,9.0,7.0,4.0,2.0
105988,2018-01-09 01:00:00,4.0,4.0,4.0,4.0,7.0,5.0,3.0
105989,2018-01-09 01:15:00,1.0,2.0,8.0,4.0,7.0,0.0,0.0
105990,2018-01-09 01:30:00,1.0,2.0,7.0,6.0,4.0,3.0,3.0
105991,2018-01-09 01:45:00,0.0,0.0,3.0,5.0,3.0,3.0,2.0
105992,2018-01-09 02:00:00,1.0,1.0,3.0,4.0,1.0,2.0,0.0
105993,2018-01-09 02:15:00,1.0,3.0,1.0,2.0,4.0,3.0,0.0
105994,2018-01-09 02:30:00,0.0,0.0,6.0,4.0,4.0,4.0,1.0
105995,2018-01-09 02:45:00,2.0,2.0,5.0,2.0,5.0,0.0,0.0
105996,2018-01-09 03:00:00,1.0,1.0,2.0,3.0,3.0,4.0,1.0
105997,2018-01-09 03:15:00,3.0,2.0,3.0,1.0,5.0,2.0,0.0
105998,2018-01-09 03:30:00,1.0,1.0,3.0,3.0,1.0,2.0,2.0
105999,2018-01-09 03:45:00,1.0,1.0,3.0,4.0,3.0,1.0,1.0
106000,2018-01-09 04:00:00,2.0,1.0,5.0,3.0,2.0,1.0,0.0
106001,2018-01-09 04:15:00,6.0,4.0,7.0,7.0,4.0,2.0,0.0
106002,2018-01-09 04:30:00,0.0,1.0,7.0,9.0,2.0,1.0,1.0
106003,2018-01-09 04:45:00,7.0,7.0,9.0,4.0,6.0,1.0,0.0
106004,2018-01-09 05:00:00,4.0,4.0,13.0,9.0,6.0,3.0,3.0
106005,2018-01-09 05:15:00,7.0,7.0,13.0,8.0,1.0,4.0,0.0
106006,2018-01-09 05:30:00,8.0,9.0,27.0,9.0,8.0,4.0,3.0
106007,2018-01-09 05:45:00,14.0,10.0,30.0,18.0,14.0,8.0,4.0
106008,2018-01-09 06:00:00,17.0,18.0,34.0,14.0,10.0,4.0,3.0
106009,2018-01-09 06:15:00,19.0,9.0,34.0,14.0,15.0,6.0,4.0
106010,2018-01-09 06:30:00,42.0,41.0,47.0,18.0,20.0,16.0,6.0
106011,2018-01-09 06:45:00,43.0,56.0,40.0,14.0,21.0,28.0,6.0
106012,2018-01-09 07:00:00,44.0,53.0,58.0,19.0,32.0,28.0,14.0
106013,2018-01-09 07:15:00,42.0,59.0,59.0,28.0,17.0,37.0,17.0
106014,2018-01-09 07:30:00,55.0,77.0,54.0,38.0,21.0,34.0,14.0
106015,2018-01-09 07:45:00,68.0,75.0,62.0,26.0,31.0,28.0,19.0
106016,2018-01-09 08:00:00,82.0,78.0,74.0,31.0,29.0,29.0,22.0
106017,2018-01-09 08:15:00,91.0,91.0,62.0,35.0,30.0,37.0,40.0
106018,2018-01-09 08:30:00,82.0,112.0,65.0,40.0,33.0,38.0,25.0
106019,2018-01-09 08:45:00,74.0,104.0,52.0,20.0,38.0,37.0,22.0
106020,2018-01-09 09:00:00,59.0,84.0,73.0,51.0,24.0,32.0,24.0
106021,2018-01-09 09:15:00,83.0,76.0,60.0,27.0,40.0,35.0,19.0
106022,2018-01-09 09:30:00,46.0,61.0,53.0,29.0,36.0,31.0,28.0
106023,2018-01-09 09:45:00,36.0,51.0,27.0,14.0,32.0,22.0,32.0
106024,2018-01-09 10:00:00,51.0,68.0,73.0,39.0,48.0,30.0,34.0
106025,2018-01-09 10:15:00,29.0,49.0,70.0,33.0,33.0,19.0,22.0
106026,2018-01-09 10:30:00,32.0,49.0,57.0,27.0,29.0,20.0,27.0
106027,2018-01-09 10:45:00,31.0,57.0,75.0,36.0,41.0,20.0,27.0
106028,2018-01-09 11:00:00,29.0,41.0,80.0,30.0,30.0,22.0,23.0
106029,2018-01-09 11:15:00,22.0,35.0,62.0,31.0,41.0,22.0,22.0
106030,2018-01-09 11:30:00,34.0,47.0,70.0,28.0,27.0,13.0,33.0
106031,2018-01-09 11:45:00,23.0,43.0,69.0,37.0,44.0,28.0,27.0
106032,2018-01-09 12:00:00,24.0,48.0,68.0,31.0,37.0,19.0,22.0
106033,2018-01-09 12:15:00,33.0,41.0,82.0,49.0,50.0,19.0,32.0
106034,2018-01-09 12:30:00,31.0,43.0,67.0,48.0,52.0,19.0,34.0
106035,2018-01-09 12:45:00,35.0,42.0,94.0,48.0,48.0,21.0,33.0
106036,2018-01-09 13:00:00,36.0,38.0,68.0,39.0,31.0,22.0,29.0
106037,2018-01-09 13:15:00,25.0,39.0,82.0,35.0,47.0,30.0,27.0
106038,2018-01-09 13:30:00,29.0,40.0,76.0,36.0,42.0,14.0,43.0
106039,2018-01-09 13:45:00,37.0,42.0,97.0,41.0,32.0,30.0,31.0
106040,2018-01-09 14:00:00,29.0,49.0,77.0,37.0,47.0,20.0,33.0
106041,2018-01-09 14:15:00,32.0,43.0,83.0,44.0,41.0,19.0,37.0
106042,2018-01-09 14:30:00,32.0,48.0,107.0,40.0,47.0,23.0,30.0
106043,2018-01-09 14:45:00,38.0,57.0,61.0,38.0,41.0,30.0,40.0
106044,2018-01-09 15:00:00,44.0,46.0,78.0,51.0,36.0,32.0,47.0
106045,2018-01-09 15:15:00,27.0,49.0,88.0,56.0,40.0,26.0,48.0
106046,2018-01-09 15:30:00,44.0,54.0,100.0,56.0,38.0,21.0,38.0
106047,2018-01-09 15:45:00,33.0,54.0,104.0,54.0,35.0,28.0,51.0
106048,2018-01-09 16:00:00,14.0,47.0,112.0,68.0,58.0,33.0,50.0
106049,2018-01-09 16:15:00,23.0,54.0,112.0,73.0,36.0,20.0,58.0
106050,2018-01-09 16:30:00,20.0,49.0,100.0,49.0,53.0,31.0,71.0
106051,2018-01-09 16:45:00,18.0,38.0,112.0,53.0,31.0,21.0,62.0
106052,2018-01-09 17:00:00,23.0,59.0,121.0,49.0,52.0,19.0,64.0
106053,2018-01-09 17:15:00,19.0,41.0,110.0,49.0,34.0,22.0,60.0
106054,2018-01-09 17:30:00,23.0,40.0,110.0,53.0,28.0,16.0,47.0
106055,2018-01-09 17:45:00,21.0,39.0,102.0,59.0,24.0,15.0,67.0
106056,2018-01-09 18:00:00,30.0,51.0,89.0,43.0,35.0,29.0,40.0
106057,2018-01-09 18:15:00,22.0,47.0,97.0,41.0,39.0,24.0,50.0
106058,2018-01-09 18:30:00,26.0,52.0,79.0,36.0,32.0,20.0,48.0
106059,2018-01-09 18:45:00,28.0,47.0,48.0,20.0,37.0,25.0,37.0
106060,2018-01-09 19:00:00,34.0,40.0,58.0,29.0,37.0,14.0,34.0
106061,2018-01-09 19:15:00,26.0,41.0,46.0,22.0,33.0,15.0,29.0
106062,2018-01-09 19:30:00,26.0,35.0,48.0,20.0,22.0,10.0,24.0
106063,2018-01-09 19:45:00,25.0,31.0,40.0,21.0,30.0,13.0,20.0
106064,2018-01-09 20:00:00,27.0,31.0,50.0,30.0,21.0,11.0,20.0
106065,2018-01-09 20:15:00,24.0,24.0,47.0,26.0,25.0,7.0,17.0
106066,2018-01-09 20:30:00,12.0,16.0,34.0,27.0,17.0,6.0,15.0
106067,2018-01-09 20:45:00,17.0,21.0,52.0,26.0,14.0,8.0,24.0
106068,2018-01-09 21:00:00,13.0,20.0,39.0,18.0,20.0,9.0,13.0
106069,2018-01-09 21:15:00,10.0,13.0,40.0,21.0,18.0,10.0,19.0
