,11,21,22,31,41,51,61,71,81,82,91,101,111,121,122
155,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0
156,3.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,4.0,0.0
157,3.0,4.0,0.0,0.5,0.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,5.0,0.0
158,4.0,4.0,0.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,0.0,3.0,7.0,0.0
159,5.0,4.0,0.0,1.0,3.0,10.0,2.0,1.0,8.0,3.0,3.0,0.0,7.0,14.0,1.0
160,7.0,6.0,0.0,1.0,2.0,11.0,3.0,3.0,11.0,5.0,3.0,0.0,11.0,23.0,3.0
161,9.0,9.0,1.0,3.0,3.0,13.0,3.0,5.0,16.0,9.0,4.0,0.0,14.0,26.0,5.0
162,11.0,8.0,1.0,2.0,3.0,16.0,5.0,6.0,19.0,11.0,6.0,1.0,13.0,23.0,5.0
163,16.0,13.0,2.0,3.0,4.0,23.0,8.0,7.0,21.0,12.0,6.0,0.0,15.0,25.0,7.0
164,22.0,20.0,3.0,4.0,8.0,30.0,12.0,9.0,25.0,16.0,11.0,1.0,29.0,40.0,14.0
165,28.5,26.0,6.0,7.5,11.0,44.0,16.0,14.0,32.0,25.0,17.0,1.0,36.0,46.0,21.5
166,34.0,32.0,9.0,8.0,11.0,48.0,18.0,14.0,33.0,29.0,19.0,2.0,32.0,40.0,17.0
167,47.0,36.0,13.0,9.0,12.0,60.0,24.0,15.0,35.0,34.5,20.5,2.0,32.0,39.0,19.5
168,57.5,47.0,21.0,9.0,16.0,63.0,30.5,18.5,39.0,34.5,23.5,2.5,41.0,43.0,23.0
169,68.5,47.0,23.0,13.5,17.0,74.5,35.0,22.0,44.0,40.5,25.0,3.0,40.0,49.0,26.5
170,79.0,58.0,35.0,19.0,19.0,81.0,36.0,25.0,48.0,42.0,23.0,4.0,49.0,52.0,29.0
171,92.0,59.0,45.0,20.0,21.0,90.0,50.5,27.0,46.0,41.0,27.0,6.0,51.0,50.0,31.0
172,99.0,52.0,39.0,25.0,22.0,102.0,44.5,36.0,50.0,47.0,34.0,5.0,59.5,49.0,29.5
173,90.0,55.0,37.0,25.0,20.0,98.0,45.0,39.0,61.0,62.0,35.0,6.0,69.0,54.0,34.0
174,73.0,56.5,34.0,26.0,20.0,79.0,42.5,33.0,54.5,52.0,26.5,7.0,67.0,48.5,30.0
